,Employee_ID,Date_of_Joining,Gender,Company_Type,WFH_Setup_Available,Designation,Resource_Allocation,Mental_Fatigue_Score,Burn_Rate
12645,fffe31003300370034003600,2008-10-15,Male,Product,Yes,3.0,4.0,5.5,0.5
2527,fffe360030003200,2008-11-09,Male,Product,No,4.0,8.0,8.1,0.78
13587,fffe33003200320031003700,2008-09-01,Female,Service,Yes,0.0,1.0,4.9,0.28
1658,fffe3800320030003900,2008-03-12,Female,Service,Yes,3.0,5.0,4.5,0.37
10707,fffe33003300380037003600,2008-04-27,Male,Service,Yes,2.0,6.0,6.1,0.52
21443,fffe3900340032003600,2008-04-21,Female,Product,No,2.0,4.0,5.9,0.53
20834,fffe32003100370032003100,2008-08-05,Female,Service,Yes,2.0,4.0,5.8,0.37
12800,fffe31003600390034003200,2008-06-08,Female,Service,Yes,3.0,5.0,5.3,0.47
17324,fffe31003100340035003200,2008-12-19,Female,Service,No,2.0,4.0,6.5,0.64
21153,fffe31003700310037003500,2008-12-17,Male,Product,No,4.0,10.0,10.0,0.94
3280,fffe33003100310038003400,2008-03-08,Female,Service,Yes,2.0,3.0,4.5,0.27
19374,fffe31003800390037003100,2008-03-08,Male,Product,Yes,0.0,1.0,0.0,0.0
7251,fffe32003600360034003600,2008-08-17,Male,Service,Yes,2.0,3.0,2.2,0.18
12047,fffe31003100370033003400,2008-11-19,Female,Product,Yes,3.0,6.0,6.9,0.62
8515,fffe32003400380036003300,2008-03-16,Female,Product,Yes,3.0,7.0,7.0,0.58
7914,fffe330031003700,2008-03-13,Male,Product,No,3.0,7.0,7.2,0.52
112,fffe31003900310039003200,2008-02-19,Female,Product,Yes,0.0,1.0,2.6,0.18
19492,fffe3900370031003000,2008-06-15,Male,Product,No,2.0,6.0,7.1,0.61
278,fffe32003500330030003600,2008-01-19,Male,Service,No,2.0,5.0,6.8,0.6
21130,fffe32003300370035003900,2008-10-18,Male,Service,No,1.0,2.0,0.0,0.0
7121,fffe3200380035003900,2008-10-24,Male,Service,No,2.0,4.0,3.0,0.23
17196,fffe31003200380035003100,2008-09-24,Female,Service,No,2.0,5.0,4.9,0.45
9249,fffe32003200350030003500,2008-08-02,Male,Service,No,4.0,6.0,7.2,0.67
6514,fffe31003000340034003600,2008-08-28,Female,Product,No,1.0,4.0,5.9,0.54
20400,fffe31003900360033003400,2008-11-16,Male,Product,Yes,3.0,7.0,7.8,0.7
18706,fffe31003100380039003000,2008-07-19,Male,Service,Yes,3.0,3.0,4.0,0.28
4252,fffe31003100310037003800,2008-12-25,Female,Service,Yes,2.0,4.0,4.2,0.33
11306,fffe33003300340039003500,2008-01-10,Male,Service,No,2.0,5.0,6.6,0.51
5981,fffe32003600380036003900,2008-12-14,Male,Service,No,4.0,7.0,8.2,0.73
3062,fffe32003400340036003100,2008-07-20,Female,Service,Yes,2.0,3.0,4.6,0.22
20850,fffe32003600370033003500,2008-05-04,Female,Service,No,1.0,4.0,5.2,0.34
18478,fffe32003200340036003200,2008-10-19,Female,Service,Yes,3.0,6.0,4.3,0.36
11810,fffe3600340033003100,2008-06-10,Male,Service,Yes,3.0,5.0,5.2,0.36
14369,fffe32003700300037003800,2008-03-04,Female,Service,No,1.0,1.0,3.6,0.22
10186,fffe31003200320031003300,2008-01-24,Male,Service,Yes,3.0,5.0,7.6,0.62
20193,fffe3400360033003800,2008-07-10,Female,Service,No,1.0,3.0,5.0,0.43
14364,fffe32003900350038003000,2008-06-10,Female,Service,Yes,2.0,4.0,5.7,0.45
9431,fffe32003400300031003200,2008-01-07,Male,Product,Yes,2.0,4.0,7.7,0.65
9049,fffe32003400350030003400,2008-01-19,Female,Service,Yes,2.0,5.0,6.7,0.51
21272,fffe32003100310030003000,2008-10-19,Male,Service,Yes,3.0,6.0,7.4,0.57
13301,fffe32003800340036003800,2008-07-07,Female,Service,Yes,1.0,2.0,5.3,0.33
6902,fffe31003400340032003600,2008-09-16,Female,Service,Yes,4.0,7.0,6.7,0.63
5260,fffe380033003800,2008-09-05,Female,Service,Yes,2.0,3.0,3.8,0.25
6573,fffe33003400310037003900,2008-10-23,Female,Product,Yes,2.0,4.0,6.0,0.46
6417,fffe31003700350038003100,2008-05-25,Male,Service,No,4.0,7.0,6.4,0.55
4695,fffe33003400380031003000,2008-08-28,Male,Product,No,3.0,6.0,6.6,0.56
22739,fffe32003300350034003100,2008-02-06,Male,Service,No,2.0,5.0,8.5,0.67
4907,fffe32003500370038003700,2008-08-18,Female,Service,No,1.0,4.0,4.7,0.36
20258,fffe31003000340031003400,2008-10-26,Male,Service,Yes,2.0,4.0,6.8,0.57
8220,fffe31003300370039003800,2008-06-09,Female,Product,No,3.0,6.0,6.1,0.4
7871,fffe3100320036003900,2008-10-23,Female,Service,Yes,4.0,7.0,7.5,0.7
5902,fffe31003100330030003700,2008-07-29,Male,Service,No,3.0,6.0,7.2,0.62
6753,fffe33003000330035003400,2008-12-31,Male,Product,Yes,0.0,1.0,1.0,0.02
14652,fffe32003800330038003500,2008-10-24,Male,Service,Yes,2.0,5.0,4.8,0.41
18744,fffe33003000350032003700,2008-08-31,Female,Service,No,3.0,6.0,5.5,0.45
17456,fffe31003400320035003300,2008-03-08,Female,Service,No,1.0,3.0,3.7,0.2
19150,fffe32003800330032003300,2008-12-15,Male,Service,No,1.0,3.0,5.1,0.38
1079,fffe32003400370034003300,2008-06-26,Male,Service,Yes,3.0,6.0,7.9,0.58
8985,fffe3200350034003400,2008-03-14,Female,Product,Yes,2.0,4.0,5.5,0.31
4700,fffe32003900340037003800,2008-11-18,Male,Product,Yes,2.0,5.0,5.5,0.49
12173,fffe32003900330037003500,2008-09-20,Male,Service,No,2.0,6.0,9.2,0.77
1546,fffe32003300310030003300,2008-10-24,Female,Product,Yes,2.0,3.0,6.8,0.45
18212,fffe3400300036003100,2008-06-08,Male,Product,Yes,2.0,3.0,3.7,0.19
446,fffe32003700340037003100,2008-04-13,Male,Service,Yes,1.0,4.0,4.7,0.36
18937,fffe33003300310039003400,2008-03-13,Female,Service,Yes,1.0,3.0,5.8,0.4
21757,fffe33003100360035003000,2008-07-09,Female,Service,No,3.0,5.0,4.1,0.35
3876,fffe31003700380032003100,2008-09-14,Female,Service,Yes,3.0,4.0,4.7,0.41
8869,fffe3100340039003900,2008-08-14,Female,Service,No,3.0,6.0,5.9,0.54
12386,fffe3400320038003500,2008-10-12,Male,Service,Yes,2.0,6.0,6.8,0.53
13579,fffe3800300033003900,2008-09-11,Male,Service,No,2.0,3.0,4.6,0.39
13705,fffe33003400370032003900,2008-08-15,Male,Service,Yes,1.0,2.0,5.0,0.3
7538,fffe32003300380032003500,2008-07-21,Male,Service,No,3.0,7.0,6.7,0.64
4369,fffe31003700340039003900,2008-01-15,Male,Service,Yes,2.0,5.0,7.8,0.69
17831,fffe33003200350035003100,2008-11-02,Male,Service,No,4.0,6.0,7.6,0.6
7650,fffe33003100360035003500,2008-03-11,Female,Service,Yes,3.0,4.0,6.1,0.4
12785,fffe3300330030003500,2008-07-07,Female,Service,Yes,2.0,4.0,7.9,0.59
1876,fffe3700350032003200,2008-05-08,Female,Service,Yes,4.0,7.0,8.4,0.66
20257,fffe32003400320039003400,2008-10-31,Female,Product,No,3.0,5.0,6.8,0.59
8032,fffe3100310032003400,2008-05-21,Female,Service,No,4.0,7.0,8.3,0.76
19910,fffe31003700380032003700,2008-04-21,Male,Service,No,4.0,7.0,7.9,0.66
5872,fffe32003300350039003100,2008-10-05,Female,Product,Yes,3.0,5.0,6.3,0.5
1102,fffe31003600320039003500,2008-12-22,Male,Product,No,2.0,4.0,7.3,0.51
13067,fffe31003200300038003900,2008-02-23,Male,Product,No,3.0,8.0,7.9,0.74
9869,fffe32003900330030003100,2008-04-18,Female,Product,Yes,2.0,5.0,5.9,0.4
3469,fffe3600330032003900,2008-03-25,Female,Product,Yes,0.0,1.0,4.0,0.25
2181,fffe33003100340035003400,2008-10-03,Female,Service,Yes,1.0,4.0,6.7,0.49
18235,fffe33003200390030003100,2008-09-15,Female,Service,Yes,3.0,6.0,6.7,0.44
10937,fffe32003100300035003600,2008-03-09,Male,Service,Yes,1.0,1.0,0.9,0.04
10140,fffe3500330032003900,2008-12-05,Female,Service,Yes,2.0,5.0,5.5,0.38
11086,fffe32003600330033003600,2008-03-25,Male,Product,No,1.0,2.0,2.7,0.21
1390,fffe32003200360032003000,2008-04-13,Male,Service,No,3.0,5.0,5.8,0.54
21000,fffe31003000390032003200,2008-02-03,Female,Service,Yes,1.0,2.0,5.7,0.5
20913,fffe32003400380036003000,2008-02-04,Female,Product,No,5.0,10.0,9.1,1.0
10052,fffe33003200310037003200,2008-07-01,Male,Product,Yes,2.0,3.0,5.7,0.38
14438,fffe31003100310036003000,2008-04-16,Male,Service,No,2.0,4.0,3.2,0.25
19905,fffe3300310030003200,2008-07-05,Male,Service,Yes,1.0,3.0,6.3,0.41
12358,fffe32003300380030003300,2008-07-03,Male,Service,No,4.0,6.0,7.9,0.68
19816,fffe32003700320038003400,2008-01-17,Male,Product,No,2.0,6.0,7.8,0.66
10484,fffe3400350037003800,2008-04-04,Male,Service,Yes,1.0,3.0,4.3,0.27
6827,fffe32003000320035003100,2008-08-12,Male,Service,Yes,0.0,1.0,0.0,0.0
8359,fffe32003500310037003500,2008-09-20,Male,Service,No,3.0,7.0,7.8,0.71
11878,fffe32003000310038003200,2008-05-20,Male,Service,Yes,1.0,3.0,4.3,0.38
16926,fffe32003000350035003000,2008-08-13,Female,Service,Yes,3.0,5.0,5.1,0.45
15894,fffe33003200320033003800,2008-04-12,Female,Service,Yes,1.0,2.0,4.1,0.27
9175,fffe32003000360033003500,2008-02-23,Male,Product,Yes,3.0,6.0,5.6,0.42
2015,fffe39003300,2008-02-15,Female,Service,Yes,4.0,8.0,7.6,0.77
7760,fffe33003100320037003300,2008-05-01,Female,Service,No,2.0,5.0,7.2,0.6
2753,fffe33003400320032003200,2008-01-16,Male,Product,No,4.0,7.0,7.4,0.56
3019,fffe33003400330035003400,2008-07-22,Female,Product,No,0.0,1.0,0.8,0.06
15981,fffe33003000360034003100,2008-02-09,Male,Service,No,2.0,6.0,5.9,0.53
14743,fffe32003500310038003000,2008-01-01,Male,Service,No,3.0,4.0,4.1,0.35
335,fffe32003500350031003700,2008-04-21,Male,Service,No,4.0,8.0,9.5,0.86
12705,fffe31003600310032003300,2008-08-11,Male,Product,Yes,1.0,1.0,0.2,0.01
8396,fffe33003000390033003100,2008-03-21,Male,Service,Yes,2.0,4.0,5.7,0.35
6466,fffe3300360039003800,2008-05-07,Male,Service,No,3.0,7.0,7.1,0.52
4343,fffe32003500320031003700,2008-10-27,Male,Service,No,4.0,8.0,7.0,0.51
616,fffe31003900380033003500,2008-04-17,Male,Product,No,3.0,7.0,6.2,0.58
15206,fffe33003300390032003000,2008-08-26,Female,Product,Yes,2.0,5.0,5.9,0.4
12059,fffe31003900350036003200,2008-11-09,Male,Service,No,3.0,5.0,5.3,0.37
3556,fffe3400390034003900,2008-09-26,Female,Service,Yes,2.0,4.0,4.6,0.27
15608,fffe33003100380038003600,2008-07-14,Male,Service,No,4.0,9.0,9.0,0.72
22103,fffe360038003700,2008-04-16,Male,Service,No,2.0,3.0,4.2,0.25
3,fffe32003400380032003900,2008-11-03,Male,Service,Yes,1.0,1.0,2.6,0.2
8651,fffe3800350036003400,2008-02-05,Female,Service,No,3.0,6.0,8.2,0.62
4191,fffe32003100370035003300,2008-02-02,Male,Product,No,1.0,3.0,4.7,0.28
19856,fffe32003700360039003700,2008-02-13,Male,Service,No,3.0,5.0,7.1,0.52
22292,fffe31003700300036003600,2008-06-25,Female,Service,Yes,1.0,4.0,5.9,0.43
21245,fffe3800310039003500,2008-06-01,Female,Product,No,1.0,3.0,4.0,0.35
19153,fffe32003700330033003800,2008-05-14,Male,Product,No,2.0,5.0,6.2,0.59
20339,fffe33003400340030003100,2008-08-29,Female,Product,Yes,2.0,2.0,3.7,0.24
21921,fffe31003000360031003300,2008-11-13,Male,Service,Yes,2.0,5.0,6.4,0.52
395,fffe3400300032003700,2008-06-14,Female,Service,No,2.0,2.0,3.9,0.29
820,fffe32003300350038003200,2008-01-03,Male,Product,Yes,2.0,4.0,7.2,0.55
18679,fffe32003400350039003500,2008-03-25,Female,Service,Yes,3.0,4.0,5.7,0.48
946,fffe31003500390030003600,2008-12-26,Female,Service,Yes,1.0,2.0,2.1,0.07
7140,fffe32003300340032003100,2008-05-14,Female,Service,No,3.0,4.0,6.6,0.48
15397,fffe32003200320037003500,2008-01-28,Male,Service,Yes,4.0,8.0,10.0,1.0
20418,fffe32003100340037003000,2008-05-16,Male,Service,No,3.0,6.0,8.2,0.7
17112,fffe330032003200,2008-12-26,Male,Product,Yes,4.0,7.0,7.3,0.7
21651,fffe3300390031003800,2008-10-11,Male,Service,No,2.0,4.0,5.8,0.38
6693,fffe31003400340030003100,2008-09-28,Male,Service,No,2.0,4.0,5.6,0.53
9388,fffe32003500330036003000,2008-08-19,Male,Product,Yes,3.0,5.0,6.0,0.42
17948,fffe31003400330036003100,2008-04-02,Female,Service,Yes,3.0,4.0,4.2,0.27
13516,fffe31003700340031003000,2008-07-08,Female,Service,No,3.0,6.0,7.7,0.55
22424,fffe33003400310039003700,2008-12-20,Male,Service,No,1.0,3.0,5.7,0.42
16150,fffe3400310037003900,2008-05-25,Female,Service,No,1.0,2.0,2.6,0.2
11536,fffe32003900300035003900,2008-04-08,Male,Service,Yes,3.0,6.0,8.1,0.73
3185,fffe32003700380039003300,2008-08-10,Male,Product,Yes,0.0,2.0,2.9,0.13
17351,fffe3400390035003800,2008-12-03,Female,Product,Yes,1.0,3.0,4.7,0.39
14144,fffe31003200380033003000,2008-10-04,Male,Service,No,1.0,2.0,2.5,0.13
1954,fffe3800380031003100,2008-06-24,Female,Service,No,0.0,1.0,1.9,0.1
17276,fffe33003400380030003300,2008-01-20,Male,Service,Yes,3.0,4.0,6.1,0.5
18659,fffe32003200390035003200,2008-03-30,Female,Product,Yes,1.0,2.0,4.2,0.19
339,fffe32003700330031003200,2008-02-15,Female,Service,Yes,2.0,5.0,5.9,0.41
1353,fffe32003100320033003000,2008-10-25,Male,Service,Yes,2.0,5.0,6.2,0.61
11774,fffe3100310032003300,2008-01-29,Female,Service,Yes,3.0,5.0,5.1,0.34
6009,fffe3600300033003900,2008-04-27,Male,Service,No,2.0,4.0,6.2,0.54
5862,fffe3600320038003200,2008-08-23,Female,Service,Yes,1.0,1.0,3.2,0.22
7509,fffe3200340034003900,2008-08-17,Male,Service,Yes,0.0,1.0,2.7,0.22
192,fffe31003000300037003800,2008-05-20,Female,Service,No,2.0,4.0,5.5,0.34
21114,fffe31003300370039003200,2008-04-18,Female,Service,Yes,1.0,3.0,1.7,0.14
6571,fffe3200330033003500,2008-03-06,Male,Service,Yes,2.0,3.0,3.3,0.25
3367,fffe32003500380037003500,2008-07-08,Female,Product,Yes,3.0,4.0,5.9,0.38
13470,fffe31003700390038003900,2008-04-10,Female,Service,Yes,1.0,3.0,4.7,0.35
3529,fffe3400360033003500,2008-11-24,Male,Service,Yes,1.0,3.0,6.5,0.42
14631,fffe32003800320032003800,2008-01-09,Male,Service,Yes,3.0,5.0,5.0,0.43
15611,fffe3100300037003600,2008-05-24,Female,Service,No,0.0,1.0,4.2,0.19
11199,fffe31003900320034003200,2008-07-07,Female,Service,No,3.0,5.0,8.2,0.65
15753,fffe3500320035003600,2008-02-29,Female,Product,Yes,3.0,5.0,5.4,0.42
3982,fffe31003000320035003100,2008-10-18,Female,Service,No,1.0,2.0,2.5,0.18
5207,fffe33003300380032003500,2008-06-16,Male,Service,No,4.0,7.0,7.2,0.64
19730,fffe31003600330030003300,2008-06-22,Female,Service,No,5.0,9.0,9.0,0.79
18954,fffe32003600360037003600,2008-07-21,Female,Service,Yes,2.0,3.0,5.4,0.3
13742,fffe32003800320036003500,2008-01-15,Male,Product,Yes,4.0,7.0,8.9,0.81
2040,fffe3300310033003300,2008-05-31,Female,Service,Yes,2.0,3.0,3.6,0.14
19892,fffe3200370033003200,2008-08-13,Female,Service,No,3.0,8.0,9.0,0.73
9349,fffe31003200330035003400,2008-03-08,Male,Service,No,5.0,9.0,9.5,0.84
21285,fffe3200390035003700,2008-04-16,Male,Service,No,3.0,5.0,7.0,0.66
22634,fffe33003200340036003400,2008-08-18,Female,Product,No,3.0,7.0,6.1,0.52
6059,fffe3100350031003500,2008-02-09,Male,Service,No,2.0,5.0,6.3,0.59
1447,fffe31003400370038003200,2008-03-29,Male,Service,No,3.0,6.0,8.3,0.64
8079,fffe31003300330030003500,2008-06-30,Male,Service,No,2.0,5.0,4.9,0.37
970,fffe32003200360035003400,2008-01-07,Female,Service,No,4.0,7.0,6.7,0.62
12606,fffe32003500350038003100,2008-08-08,Female,Service,Yes,1.0,2.0,6.9,0.48
19244,fffe31003000330038003000,2008-11-03,Male,Service,Yes,3.0,6.0,6.7,0.57
2654,fffe32003500300036003800,2008-05-15,Female,Product,No,3.0,7.0,7.1,0.71
15219,fffe33003100310031003700,2008-06-16,Female,Service,Yes,1.0,3.0,5.3,0.32
2772,fffe3800300038003200,2008-02-24,Male,Service,Yes,3.0,6.0,4.4,0.38
11743,fffe3400300033003600,2008-09-19,Female,Product,Yes,2.0,4.0,6.1,0.47
21213,fffe31003000330038003900,2008-06-15,Female,Product,Yes,3.0,6.0,3.9,0.3
8852,fffe31003800390033003800,2008-08-11,Female,Product,Yes,1.0,2.0,4.0,0.2
2951,fffe32003800340038003100,2008-10-17,Female,Product,No,2.0,5.0,5.8,0.37
17502,fffe33003200330039003100,2008-11-22,Female,Service,No,1.0,3.0,4.8,0.4
12730,fffe31003500320034003300,2008-12-07,Female,Service,No,1.0,2.0,6.0,0.38
5524,fffe33003100360037003100,2008-04-12,Female,Service,Yes,3.0,5.0,4.5,0.33
2687,fffe32003500360032003000,2008-12-06,Male,Service,No,3.0,6.0,7.0,0.56
572,fffe32003200340035003000,2008-11-21,Female,Product,Yes,1.0,4.0,5.1,0.39
8779,fffe31003700370034003800,2008-03-03,Female,Product,Yes,2.0,4.0,5.9,0.4
6086,fffe3600390033003200,2008-02-16,Male,Product,Yes,2.0,3.0,6.6,0.47
5342,fffe32003600330032003300,2008-06-01,Male,Service,Yes,3.0,7.0,8.2,0.82
9477,fffe31003300370032003400,2008-01-26,Female,Service,No,2.0,4.0,4.1,0.33
22167,fffe31003500350037003700,2008-11-19,Male,Product,No,2.0,5.0,7.2,0.6
8761,fffe31003900360037003200,2008-08-15,Male,Service,Yes,3.0,6.0,4.9,0.33
6371,fffe32003100390033003500,2008-07-04,Male,Service,Yes,0.0,1.0,5.1,0.29
7800,fffe31003800310037003100,2008-12-14,Male,Service,Yes,0.0,2.0,4.7,0.32
15464,fffe3300310030003100,2008-04-28,Female,Service,Yes,2.0,5.0,5.6,0.45
741,fffe3800390032003600,2008-03-01,Male,Product,No,2.0,4.0,5.4,0.36
5870,fffe3200390039003400,2008-09-13,Female,Service,Yes,1.0,2.0,2.4,0.19
16045,fffe33003100340032003000,2008-05-05,Male,Service,No,4.0,8.0,8.1,0.72
19504,fffe33003300370032003000,2008-08-02,Female,Product,Yes,0.0,1.0,1.3,0.08
18481,fffe32003200320039003000,2008-04-02,Male,Service,No,2.0,5.0,7.9,0.67
963,fffe31003700310033003800,2008-04-12,Female,Service,No,5.0,9.0,8.6,0.85
16771,fffe3700380038003200,2008-02-05,Female,Product,No,3.0,8.0,8.0,0.7
6820,fffe3100330037003800,2008-04-14,Female,Service,No,3.0,4.0,5.8,0.4
2728,fffe32003300320037003600,2008-11-26,Male,Service,Yes,1.0,2.0,2.8,0.21
2678,fffe32003800390035003200,2008-07-26,Male,Service,No,5.0,10.0,10.0,0.91
2308,fffe33003300350033003100,2008-11-30,Male,Product,No,2.0,5.0,7.0,0.61
14429,fffe390036003200,2008-03-16,Male,Service,No,2.0,3.0,3.1,0.22
3082,fffe33003200300031003100,2008-04-03,Female,Product,Yes,1.0,3.0,4.7,0.35
8329,fffe32003800350038003300,2008-06-28,Female,Product,No,4.0,7.0,8.9,0.73
19618,fffe33003400330038003200,2008-04-22,Female,Product,Yes,2.0,2.0,1.7,0.08
6911,fffe33003100320032003900,2008-06-28,Female,Product,Yes,3.0,4.0,5.5,0.42
7022,fffe31003600390039003500,2008-02-12,Female,Product,Yes,3.0,5.0,4.9,0.45
6623,fffe32003800360038003400,2008-01-28,Male,Service,No,4.0,8.0,8.2,0.71
4232,fffe31003500350039003900,2008-05-27,Male,Service,Yes,1.0,3.0,5.1,0.45
8879,fffe31003100330032003600,2008-05-12,Female,Service,Yes,1.0,2.0,4.1,0.28
7503,fffe32003800390036003400,2008-03-21,Male,Service,Yes,1.0,1.0,3.4,0.12
301,fffe3200340033003500,2008-01-23,Female,Product,Yes,2.0,5.0,8.0,0.62
13040,fffe31003100310037003400,2008-07-17,Male,Product,Yes,4.0,7.0,9.4,0.81
10733,fffe33003000300032003800,2008-07-08,Male,Service,Yes,1.0,4.0,6.5,0.56
19513,fffe3500390037003700,2008-02-18,Male,Service,Yes,1.0,1.0,2.7,0.08
19802,fffe3500340032003300,2008-07-12,Female,Service,Yes,3.0,5.0,5.0,0.44
9303,fffe31003600340036003600,2008-01-31,Male,Service,No,3.0,6.0,6.6,0.56
14209,fffe3400310030003300,2008-09-01,Male,Product,Yes,3.0,4.0,4.9,0.39
21569,fffe31003300340034003100,2008-01-20,Female,Service,Yes,3.0,5.0,4.6,0.34
22006,fffe32003500360036003700,2008-06-22,Male,Product,No,3.0,6.0,4.3,0.37
3465,fffe32003000370032003200,2008-12-23,Female,Service,No,2.0,5.0,6.4,0.59
609,fffe32003600350037003200,2008-06-29,Female,Product,No,3.0,5.0,5.7,0.54
2828,fffe3400350031003100,2008-08-23,Male,Service,No,3.0,5.0,6.2,0.52
6877,fffe32003200330035003400,2008-03-11,Female,Service,Yes,3.0,7.0,7.8,0.7
5554,fffe3800340031003300,2008-09-10,Male,Service,Yes,4.0,8.0,7.2,0.71
18811,fffe310035003600,2008-02-20,Male,Service,No,2.0,5.0,7.1,0.52
9400,fffe32003300320035003600,2008-09-13,Male,Service,No,3.0,7.0,6.0,0.51
1346,fffe31003100310032003400,2008-12-01,Female,Service,No,2.0,5.0,7.9,0.65
18920,fffe3300390033003000,2008-07-12,Male,Service,Yes,2.0,5.0,5.7,0.42
8234,fffe31003000370037003700,2008-10-10,Female,Service,No,2.0,5.0,7.0,0.61
15550,fffe31003700340037003600,2008-06-29,Female,Product,Yes,0.0,1.0,1.9,0.13
11271,fffe31003000380032003400,2008-12-09,Male,Service,Yes,2.0,4.0,2.9,0.2
10242,fffe31003200390031003000,2008-12-20,Female,Product,Yes,2.0,4.0,7.0,0.49
22104,fffe33003200300032003600,2008-11-26,Female,Service,No,4.0,7.0,8.6,0.74
2273,fffe33003400350030003400,2008-09-26,Male,Service,No,4.0,7.0,8.5,0.65
8755,fffe31003600390038003300,2008-12-21,Female,Service,No,2.0,6.0,7.4,0.67
17522,fffe320033003600,2008-06-13,Male,Service,No,3.0,4.0,5.6,0.32
5338,fffe31003800330036003800,2008-01-15,Female,Service,No,1.0,3.0,6.1,0.47
22743,fffe3300390030003600,2008-12-15,Female,Product,Yes,1.0,3.0,6.0,0.48
13132,fffe32003900360035003300,2008-05-04,Female,Service,Yes,5.0,9.0,8.4,0.76
8575,fffe3600300039003900,2008-01-16,Male,Product,Yes,3.0,6.0,6.4,0.6
2190,fffe33003200340035003000,2008-11-20,Female,Product,No,2.0,3.0,7.0,0.5
11512,fffe31003000300034003300,2008-08-19,Female,Service,No,1.0,3.0,4.4,0.34
6205,fffe31003700330030003200,2008-10-27,Female,Product,Yes,2.0,4.0,5.6,0.31
19896,fffe31003000310037003600,2008-08-24,Male,Service,No,3.0,7.0,5.7,0.54
15574,fffe32003300390036003600,2008-11-15,Female,Service,Yes,1.0,1.0,2.7,0.12
16448,fffe32003200380032003600,2008-12-19,Female,Service,No,2.0,4.0,6.1,0.41
15084,fffe32003300360033003700,2008-02-03,Female,Product,No,3.0,7.0,8.6,0.75
15505,fffe3800300035003400,2008-12-05,Female,Service,Yes,2.0,3.0,4.5,0.22
14737,fffe32003400380031003300,2008-08-26,Male,Product,No,3.0,6.0,7.6,0.61
2614,fffe3700390034003700,2008-09-15,Male,Service,Yes,2.0,3.0,4.6,0.29
10447,fffe32003500370034003700,2008-12-03,Male,Service,No,5.0,9.0,8.9,0.82
22691,fffe3300360033003000,2008-12-16,Female,Product,Yes,3.0,5.0,6.4,0.42
12149,fffe32003800310037003000,2008-07-15,Male,Service,No,3.0,7.0,7.5,0.59
20521,fffe33003000350033003000,2008-03-01,Male,Product,No,3.0,7.0,8.8,0.8
1403,fffe3700370033003000,2008-01-21,Male,Service,No,2.0,4.0,6.8,0.58
5073,fffe31003100380031003400,2008-01-16,Male,Service,Yes,3.0,5.0,5.0,0.4
3558,fffe31003900350038003900,2008-12-22,Female,Service,No,2.0,4.0,4.9,0.33
20845,fffe32003700360037003800,2008-06-14,Female,Service,No,3.0,6.0,5.4,0.51
4944,fffe3200310032003700,2008-05-23,Female,Product,No,4.0,8.0,7.3,0.74
9333,fffe33003400340034003300,2008-10-16,Male,Service,Yes,2.0,3.0,4.7,0.26
19499,fffe3900330034003700,2008-10-26,Female,Product,No,1.0,3.0,2.7,0.22
15994,fffe32003300350038003600,2008-04-22,Male,Service,No,3.0,6.0,6.7,0.47
7364,fffe32003900380033003000,2008-09-16,Female,Product,No,3.0,6.0,8.1,0.66
20990,fffe33003100350033003800,2008-08-31,Female,Product,No,2.0,6.0,6.9,0.63
3604,fffe32003600380034003100,2008-06-12,Male,Product,Yes,3.0,7.0,9.3,0.87
18645,fffe3600330035003600,2008-07-13,Male,Service,Yes,2.0,3.0,4.9,0.4
10069,fffe32003900300036003500,2008-03-05,Female,Service,Yes,1.0,3.0,5.4,0.39
11151,fffe31003400330031003200,2008-02-14,Male,Product,No,2.0,5.0,7.7,0.59
7131,fffe3300310033003000,2008-07-02,Female,Service,Yes,2.0,4.0,5.0,0.39
8306,fffe32003000310032003900,2008-07-18,Female,Service,No,3.0,6.0,7.7,0.58
10652,fffe32003900360034003900,2008-07-30,Female,Service,Yes,2.0,5.0,6.3,0.61
14246,fffe33003400360038003600,2008-03-21,Female,Product,No,2.0,5.0,7.1,0.53
8505,fffe31003800390030003400,2008-06-25,Female,Product,Yes,0.0,2.0,3.9,0.32
17103,fffe3500360032003500,2008-03-29,Female,Product,Yes,0.0,1.0,3.2,0.24
4341,fffe32003900320032003700,2008-07-18,Female,Service,Yes,2.0,4.0,5.8,0.34
8327,fffe32003500380037003000,2008-10-23,Female,Service,No,3.0,4.0,5.8,0.49
3795,fffe32003500300031003700,2008-08-23,Male,Service,No,3.0,6.0,8.6,0.67
12406,fffe3900360030003900,2008-12-18,Male,Service,No,3.0,6.0,9.2,0.84
18401,fffe32003900360033003500,2008-09-14,Male,Service,Yes,2.0,4.0,5.9,0.36
3603,fffe33003300300030003700,2008-03-25,Male,Service,No,2.0,4.0,4.2,0.33
10359,fffe32003700310034003300,2008-11-03,Female,Product,No,3.0,5.0,5.1,0.42
21666,fffe3500350032003800,2008-11-20,Male,Service,Yes,1.0,1.0,2.2,0.14
20807,fffe32003700390030003700,2008-10-30,Female,Service,No,1.0,2.0,6.1,0.48
5191,fffe3100360033003600,2008-12-17,Female,Service,Yes,2.0,4.0,5.3,0.32
12044,fffe32003200320031003500,2008-06-24,Male,Service,No,3.0,5.0,6.7,0.68
18690,fffe31003000370038003000,2008-01-20,Male,Product,No,5.0,9.0,9.6,0.84
22609,fffe32003500330039003500,2008-11-20,Female,Service,Yes,3.0,4.0,6.8,0.45
73,fffe32003500310039003700,2008-09-11,Male,Product,No,4.0,7.0,8.2,0.72
